codigo,material,categoria
1201,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 100mm  Dext:131 a 137mm C5-7-10 Salida: 1''",Juntamas
1202,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 100mm  Dext:131 a 137mm C5-7-10 Salida: 2 1/2''",Juntamas
1203,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 100mm  Dext:131 a 137mm C5-7-10 Salida: 3''",Juntamas
1204,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 125mm  Dext:149 a 153mm C5-7-10 Salida: 1/2''",Juntamas
1205,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 125mm  Dext:149 a 153mm  C5-7-10 Salida: 3/4''",Juntamas
1206,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 125mm  Dext:149 a 153mm  C5-7-10 Salida: 1''",Juntamas
1207,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 125mm  Dext:149 a 153mm  C5-7-10 Salida: 2''",Juntamas
1208,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 125mm  Dext:149 a 153mm  C5-7-10 Salida: 2 1/2''",Juntamas
1209,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 125mm  Dext:149 a 153mm  C5-7-10 Salida: 3''",Juntamas
1210,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 125mm  Dext:149 a 153mm  C5-7-10 Salida: 4''",Juntamas
1211,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 150mm  Dext:170 a 174mm  C3-5 Salida: 1''",Juntamas
1212,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 150mm  Dext:170 a 174mm  C3-5 Salida: 2''",Juntamas
1213,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 150mm  Dext:170 a 174mm  C7-10 Salida: 1''",Juntamas
1214,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 150mm  Dext:170 a 174mm  C7-10 Salida: 2''",Juntamas
1215,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO ØDn: 150mm  Dext:170 a 174mm  C7-10 Salida: 3''",Juntamas
1216,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 175mm  Dext:197 a 201mm  C3-5 Salida: 2 1/2''",Juntamas
1217,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 175mm  Dext:197 a 201mm  C3-5  Salida: 3''",Juntamas
1218,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 175mm  Dext:197 a 201mm  C3-5  Salida: 4''",Juntamas
1219,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 175mm  Dext:211 a 215mm  C7-10 Salida: 2 1/2''",Juntamas
1220,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 175mm  Dext:211 a 215mm  C7-10 Salida: 3''",Juntamas
1221,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 175mm  Dext:211 a 215mm  C7-10  Salida: 4''",Juntamas
1222,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 200mm  Dext:230 a 238mm  C5-7-10 Salida: 1''",Juntamas
1223,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 200mm  Dext:230 a 238mm  C5-7-10 Salida: 2''",Juntamas
1224,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 200mm  Dext:230 a 238mm  C5-7-10 Salida: 2 1/2''",Juntamas
1225,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 200mm  Dext:230 a 238mm  C5-7-10 Salida: 3''",Juntamas
1226,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 200mm  Dext:230 a 238mm  C5-7-10 Salida: 4''",Juntamas
1227,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 250mm  Dext:286 a 294mm  C5-7-10 Salida: 1''",Juntamas
1228,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 250mm  Dext:286 a 294mm C5-7-10 Salida: 2''",Juntamas
1229,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 250mm  Dext:286 a 294mm  C5-7-10 Salida: 2 1/2''",Juntamas
1230,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 250mm  Dext:286 a 294mm  C5-7-10 Salida: 3''",Juntamas
1231,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 250mm  Dext:286 a 294mm  C5-7-10 Salida: 4''",Juntamas
1232,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 300mm Dext:328mm C3 Salida: 2 1/2''",Juntamas
1233,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 300mm Dext:328mm  C3 Salida: 3''",Juntamas
1234,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO   ØDn: 300mm Dext:328mm  C3 Salida: 4''",Juntamas
1235,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 300mm  Dext:344 a 354mm  C5-7-10 Salida: 1''",Juntamas
1236,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 300mm  Dext:344 a 354mm C5-7-10 Salida: 2''",Juntamas
1237,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 300mm  Dext:344 a 354mm  C5-7-10 Salida: 2 1/2''",Juntamas
1238,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 300mm  Dext:344 a 354mm  C5-7-10 Salida: 3''",Juntamas
1239,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 300mm  Dext:344 a 354mm  C5-7-10 Salida: 4''",Juntamas
1240,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 350mm Dext:382mm C3 Salida: 2 1/2''",Juntamas
1241,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 350mm Dext:382mm  C3 Salida: 3''",Juntamas
1242,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 350mm Dext:382mm  C3 Salida: 4''",Juntamas
1243,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 350mm Dext:400 a 411mm C5-7-10 Salida: 2 1/2''",Juntamas
1244,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO ØDn: 350mm Dext:400 a 411mm C5-7-10 Salida: 3''",Juntamas
1245,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO ØDn: 350mm Dext:400 a 411mm C5-7-10 Salida: 4''",Juntamas
1246,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 400mm Dext:458 a 464mm C5-7 Salida: 2 1/2''",Juntamas
1247,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO ØDn: 400mm Dext:458 a 464mm C5-7  Salida: 3''",Juntamas
1248,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO ØDn: 400mm Dext:458 a 464mm C5-7  Salida: 4''",Juntamas
1249,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 400mm Dext:490mm C10 Salida: 2 1/2''",Juntamas
1250,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO ØDn: 400mm Dext:490mm C10  Salida: 3''",Juntamas
1251,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO ØDn: 400mm Dext:490mm C10  Salida: 4''",Juntamas
1252,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 450mm Dext:490mm C3 Salida: 2 1/2''",Juntamas
1253,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO ØDn: 450mm Dext:490mm C3  Salida: 3''",Juntamas
1254,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO ØDn: 450mm Dext:490mm C3  Salida: 4''",Juntamas
1255,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO  ØDn: 500mm Dext:572 a 584mm C5-7-10 Salida: 2 1/2''",Juntamas
1256,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO ØDn: 500mm Dext:572 a 584mm C5-7-10 Salida: 3''",Juntamas
1257,"JUNTAMAS TOMA DE AGUA P/ A°C°, FUNDICIÓN O ACERO ØDn: 500mm Dext:572 a 584mm C5-7-10 Salida: 4''",Juntamas
1271,MANGA PVC AZUL DE Ø 2“,Otros
1272,MANGA PVC AZUL DE Ø 3”,Otros
1273,MANGA PVC AZUL DE Ø 6“,Otros
1274,MANGA PVC AZUL DE Ø 8”,Otros
1288,MANGUERA TUBERÍA DE POLIETILENO DE ALTA DENSIDAD (PEAD) Ø 20mm,Otros
1289,MANGUERA TUBERÍA DE POLIETILENO DE ALTA DENSIDAD (PEAD) Ø 25mm,Otros
1290,MANGUERA TUBERÍA DE POLIETILENO DE ALTA DENSIDAD (PEAD) Ø32mm,Otros
1297,MANGUERA TUBERÍA DE POLIETILENO DE BAJA DENSIDAD (PEBD) Ø1/2 mm,Otros
1298,MANGUERA TUBERÍA DE POLIETILENO DE BAJA DENSIDAD (PEBD) Ø3/4”,Otros
1299,MANGUERA TUBERÍA DE POLIETILENO DE BAJA DENSIDAD (PEBD) Ø 1”,Otros
1300,MANGUERA TUBERÍA DE POLIETILENO DE BAJA DENSIDAD (PEBD) Ø 1 ¼’’,Otros
1301,MANGUERA TUBERÍA DE POLIETILENO DE BAJA DENSIDAD (PEBD) Ø 1 1/2”,Otros
1302,MANGUERA TUBERÍA DE POLIETILENO DE BAJA DENSIDAD (PEBD) Ø 2”,Otros
1311,MANGUITO CÓNICO DE Ø1/2“,Otros
1312,MANGUITO CÓNICO DE Ø3/4 “,Otros
1323,MANGUITO DESLIZANTE DE Ø 50mm,Otros
1324,MANGUITO DESLIZANTE DE Ø 63mm,Otros
1325,MANGUITO DESLIZANTE DE Ø 75mm,Otros
1326,MANGUITO DESLIZANTE DE Ø 90mm,Otros
1327,MANGUITO DESLIZANTE DE Ø 110mm,Otros
1328,MANGUITO DESLIZANTE DE Ø 160mm,Otros
1329,MANGUITO DESLIZANTE DE Ø 200mm,Otros
1330,MANGUITO DESLIZANTE DE Ø 250mm,Otros
1331,MANGUITO DESLIZANTE DE Ø 315mm,Otros
1332,MANGUITO DESLIZANTE DE Ø 355mm,Otros
1333,MANGUITO DESLIZANTE DE Ø 400mm,Otros
1334,MANGUITO DESLIZANTE DE Ø 450mm,Otros
1335,MANGUITO DESLIZANTE DE Ø 500mm,Otros
1343,MANGUITO ROSCADO DE Ø 50mm,Otros
1344,MANGUITO ROSCADO DE Ø 63mm,Otros
1345,MANGUITO ROSCADO DE Ø 75mm,Otros
1346,MANGUITO ROSCADO DE Ø 110mm,Otros
1357,MARCO Y TAPA H° DÚCTIL PARA BOCA DE REGISTRO EN CALZADA CON JUNTA DE ESTANQUEIDAD -CIERRE DE SEGURIDAD TIPO CLICK,Otros
1358,MARCO Y TAPA FUNDICION PARA BOCA DE REGISTRO EN CALZADA ,Otros
1364,MONTURAS Ø160mm – Ø110mm PVC CLOACA,Otros
1375,"RACOR DE BRONCE Ø 1/2""",Otros
1376,"RACOR DE BRONCE Ø 3/4""",Otros
1377,"RACOR DE BRONCE Ø 1""",Otros
1390,REDUCCIÓN PVC C/JUNTA ELÁSTICA Ø63X50mm,Reducciones
1392,REDUCCIÓN PVC C/JUNTA ELÁSTICA Ø75X63mm,Reducciones
1395,REDUCCIÓN PVC C/JUNTA ELÁSTICA Ø110X75mm,Reducciones
1399,REDUCCIÓN PVC C/JUNTA ELÁSTICA Ø160X110mm,Reducciones
1400,REDUCCIÓN PVC  C/JUNTA ELÁSTICA Ø200X160mm,Reducciones
1401,REDUCCIÓN PVC  C/JUNTA ELÁSTICA Ø250X200mm,Reducciones
1415,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø50 X 50mm,Otros
1416,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø63 X 63mm,Otros
1417,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø75 X 75mm,Otros
1418,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø90 X 90mm,Otros
1419,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø110 X 63mm,Otros
1420,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø110 X 75mm,Otros
1421,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø110 X 110mm,Otros
1422,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø160 X 63mm,Otros
1423,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø160 X 75mm,Otros
1424,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø160 X 110mm,Otros
1425,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø160 X 160mm,Otros
1426,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø200 X 63mm,Otros
1427,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø200 X 110mm,Otros
1428,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø200 X 160mm,Otros
1429,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø200 X 200mm,Otros
1430,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø250 X 75mm,Otros
1431,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø250 X 110mm,Otros
1432,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø250 X 160mm,Otros
1433,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø250 X 250mm,Otros
1437,TEÉ PVC INYECTADA C10 C/ JUNTA ELÁSTICA Ø315 X 315mm,Otros
1442,TAPÓN INYECTADO 63,Otros
1443,TAPÓN INYECTADO 75,Otros
1444,TAPÓN INYECTADO x,Otros
1445,TAPÓN INYECTADO 110,Otros
1448,TAPÓN INYECTADO 250,Otros
1458,TRANSICIONES AºCº Ø 60 C 3-5-7 A PVC Ø 63mm JUNTA ELÁSTICA,Otros
1461,TRANSICIONES AºCº Ø 75 C 5-7 A PVC Ø75mm JUNTA ELÁSTICA,Otros
1462,TRANSICIONES AºCº Ø 75 C 7 A PVC Ø75mm JUNTA ELÁSTICA,Otros
1463,TRANSICIONES AºCº Ø 100 C3 A PVC Ø110mm JUNTA ELÁSTICA,Otros
1464,TRANSICIONES AºCº Ø 100 C3-5 A PVC Ø110mm JUNTA ELÁSTICA,Otros
1465,TRANSICIONES AºCº Ø 100 C5-7 A PVC Ø110mm JUNTA ELÁSTICA,Otros
1467,TRANSICIONES AºCº Ø 150 C 5-7 A PVC Ø160mm JUNTA ELÁSTICA,Otros
1469,TRANSICIONES A°C° Ø 200 C 5 A PVC Ø200mm,Otros
1470,TRANSICIONES A°C° Ø 225 C 3-5-7 A PVC Ø200mm,Otros
1473,TRANSICIONES A°C° Ø 225 C 3-5-7 A PVC Ø250mm,Otros
1475,TRANSICIONES A°C° Ø 250 C 5 A PVC Ø200mm,Otros
1476,TRANSICIONES A°C° Ø 315mm C3 A PVC Ø 250mm,Otros
1478,TRANSICIONES  PVC Ø160mm A A°C° Ø150 C 5-7 ,Otros
1483,TRANSICIONES  PVC Ø250mm A A°C° Ø250 C 3 ,Otros
1484,TRANSICIONES  PVC Ø250mm A A°C° Ø250 C 5,Otros
1486,TRANSICIONES  PVC Ø250mm A A°C° Ø300 C 3 ,Otros
1490,TRANSICIONES HF Ø 400mm A PVC Ø 400mm,Otros
1495,TUBO PVC HIDRÁULICO C6 Ø 50mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1496,TUBO PVC HIDRÁULICO C6 Ø 63mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1497,TUBO PVC HIDRÁULICO C6 Ø 75mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1498,TUBO PVC HIDRÁULICO C6 Ø110mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1499,TUBO PVC HIDRÁULICO C10 Ø 63mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1500,TUBO PVC HIDRÁULICO C10 Ø 75mm JUNTA ELÁSTICA ARO INTEGRAD,Otros
1501,TUBO PVC HIDRÁULICO C10 Ø 90mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1502,TUBO PVC HIDRÁULICO C10 Ø110mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1503,TUBO PVC HIDRÁULICO C10 Ø125mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1504,TUBO PVC HIDRÁULICO C10 Ø160mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1505,TUBO PVC HIDRÁULICO C10 Ø200mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1506,TUBO PVC HIDRÁULICO C10 Ø225mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1507,TUBO PVC HIDRÁULICO C10 Ø250mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1508,TUBO PVC HIDRÁULICO C10 Ø300mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1509,TUBO PVC HIDRÁULICO C10 Ø315mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1510,TUBO PVC HIDRÁULICO C10 Ø350mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1511,TUBO PVC HIDRÁULICO C10 Ø355mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1512,TUBO PVC HIDRÁULICO C10 Ø400mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1513,TUBO PVC HIDRÁULICO C10 Ø450 mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1514,TUBO PVC HIDRÁULICO C10 Ø500 mm JUNTA ELÁSTICA ARO INTEGRADO,Otros
1523,VÁLVULA DE RETENCIÓN A BOLA Øxx,Otros
1524,VÁLVULA DE RETENCIÓN A BOLA Ø200,Otros
1525,VÁLVULA DE RETENCIÓN A BOLA Ø250,Otros
1531,VÁLVULA ESFÉRICA DE CORTE Ø1/2“,Otros
1532,VÁLVULA ESFÉRICA DE CORTE Ø3/4“,Otros
1533,VÁLVULA ESFÉRICA DE CORTE Ø1”,Otros
1539,VÁLVULA DE RETENCIÓN A BOLA Ø4”,Otros
1540,VÁLVULA DE RETENCIÓN A BOLA Ø6”,Otros
1541,VÁLVULA DE RETENCIÓN A BOLA Ø8”,Otros
1542,VÁLVULA DE RETENCIÓN A BOLA Ø10”,Otros
1548,VÁLVULA DE RETENCIÓN WAFER CUERPO DÚO CHECK Ø 4”,Otros
1549,VÁLVULA DE RETENCIÓN WAFER CUERPO DÚO CHECK Ø 6”,Otros
1550,VÁLVULA DE RETENCIÓN WAFER CUERPO DÚO CHECK Ø 8”,Otros
1551,VÁLVULA DE RETENCIÓN WAFER CUERPO DÚO CHECK Ø 10”,Otros
1552,VÁLVULA DE RETENCIÓN WAFER CUERPO DÚO CHECK Ø 16”,Otros
1553,VÁLVULA ESCLUSA Ø 63mm BRIDADA,Conexiones
1554,VÁLVULA ESCLUSA Ø 63mm JUNTA ELÁSTICA,Otros
1555,VÁLVULA ESCLUSA Ø 80mm BRIDADA,Conexiones
1556,VÁLVULA ESCLUSA Ø 80mm JUNTA ELÁSTICA,Otros
1557,VÁLVULA ESCLUSA Ø 75mm BRIDADA,Conexiones
1558,VÁLVULA ESCLUSA Ø 75mm JUNTA ELÁSTICA,Otros
1559,VÁLVULA ESCLUSA Ø 100mm BRIDADA,Conexiones
1560,VÁLVULA ESCLUSA Ø 100mm JUNTA ELÁSTICA,Otros
1561,VÁLVULA ESCLUSA Ø 110mm BRIDADA,Conexiones
1562,VÁLVULA ESCLUSA Ø 110mm JUNTA ELÁSTICA,Otros
1563,VÁLVULA ESCLUSA Ø 150 mm BRIDADA,Conexiones
1564,VÁLVULA ESCLUSA Ø 150mm JUNTA ELÁSTICA,Otros
1565,VÁLVULA ESCLUSA Ø 160 mm BRIDADA,Conexiones
1566,VÁLVULA ESCLUSA Ø 160mm JUNTA ELÁSTICA,Otros
1567,VÁLVULA ESCLUSA Ø 200mm BRIDADA,Conexiones
1568,VÁLVULA ESCLUSA Ø 200mm JUNTA ELÁSTICA,Otros
1569,VÁLVULA ESCLUSA Ø 250mm BRIDADA,Conexiones
1570,VÁLVULA ESCLUSA Ø 250 mm JUNTA ELÁSTICA,Otros
1571,VÁLVULA ESCLUSA Ø 315mm BRIDADA,Conexiones
1572,VÁLVULA ESCLUSA Ø 315mm JUNTA ELÁSTICA,Otros
1573,VÁLVULA ESCLUSA Ø 355mm BRIDADA,Conexiones
1574,VÁLVULA ESCLUSA Ø 355mm JUNTA ELÁSTICA,Otros
1575,VÁLVULA ESCLUSA Ø 400 mm BRIDADA,Conexiones
1576,VÁLVULA ESCLUSA Ø 400mm JUNTA ELÁSTICA,Otros
1577,VÁLVULA ESCLUSA Ø 500mm BRIDADA,Conexiones
1578,VÁLVULA ESCLUSA Ø 500mm JUNTA ELÁSTICA,Otros
1584,VÁLVULA MARIPOSA Ø 63mm,Otros
1585,VÁLVULA MARIPOSA Ø 75mm,Otros
1586,VÁLVULA MARIPOSA Ø 90mm,Otros
1587,VÁLVULA MARIPOSA Ø 100mm,Otros
1588,VÁLVULA MARIPOSA Ø 110mm,Otros
1589,VÁLVULA MARIPOSA Ø 150mm,Otros
1590,VÁLVULA MARIPOSA Ø 160mm,Otros
1591,VÁLVULA MARIPOSA Ø 200mm,Otros
1592,VÁLVULA MARIPOSA Ø 250mm,Otros
1593,VÁLVULA MARIPOSA Ø 315mm,Otros
1594,VÁLVULA MARIPOSA Ø 355mm,Otros
1595,VÁLVULA MARIPOSA Ø 400mm,Otros
1605,VÁLVULA RETENCIÓN Ø 200mm,Otros
1617,VÁLVULA RETENCION A BOLA PN16'' Ø 150mm ,Otros
1618,VÁLVULA AIRE A BOLA Ø XXXmm,Otros
1619,VÁLVULA RETENCION A BOLA PN16''  Ø 200mm,Otros
1620,VÁLVULA AIRE A BOLA Ø xXXmm,Otros
1631,LLAVE DE PASO ACERO 2'',Otros
1632,LLAVE DE PASO ACERO 3'',Otros
1648,JUNTA AMPLIA TOLERANCIA 108-118,Otros
1649,JUNTA AMPLIA TOLERANCIA 154-175,Otros
1650,JUNTA AMPLIA TOLERANCIA 158-184,Otros
1651,JUNTA AMPLIA TOLERANCIA 185-207,Otros
1652,JUNTA AMPLIA TOLERANCIA 198-225,Otros
1653,JUNTA AMPLIA TOLERANCIA 255-270,Otros
1654,JUNTA AMPLIA TOLERANCIA 240-265,Otros
1655,JUNTA AMPLIA TOLERANCIA 315-349,Otros
1656,JUNTA AMPLIA TOLERANCIA 315-335,Otros
1657,JUNTA AMPLIA TOLERANCIA XXX-XXX,Otros
1658,JUNTA AMPLIA TOLERANCIA 344-360,Otros
1659,JUNTA AMPLIA TOLERANCIA DN 400 386-412,Otros
1660,JUNTA AMPLIA TOLERANCIA XXXX,Otros
1661,JUNTA AMPLIA TOLERANCIA 400-429,Otros
1662,JUNTA AMPLIA TOLERANCIA 495-515,Otros
1663,JUNTA AMPLIA TOLERANCIA 435-470,Otros
1673,JUNTA AMPLIA TOLERANCIA DN 250 246-270,Otros
